DistrictName,DistrictId,Constituency,CandidateName,PartyId,PartyName
Lalitpur,28,2,Rupa Maharjan,99,Independent
Lalitpur,28,2,Bijay Maharjan,99,Independent
Lalitpur,28,2,Kiran Aawale,99,Independent
Lalitpur,28,3,Pampha Bhushal,6,Communist Party of Nepal (Maoists)
Lalitpur,28,3,Raghuji Pant,1,Communist Party of Nepal  (UML)
Lalitpur,28,3,Mohan Shyam Poudel,2,Nepali Congress
Lalitpur,28,3,Keshar Bahadur Bista,3,Rastriya Janshakti Party
Lalitpur,28,3,Dipendra Shrestha,5,Janamorcha Nepal
Lalitpur,28,3,Dhan Bhakta Shakya (Lumanti),67,Nepa: Rastriya Party
Lalitpur,28,3,Madhu Kumar Chalise,15,Communist Party of Nepal (M.L.)
Lalitpur,28,3,Sudarshan Baniya,4,Rastriya Prajatantra Party
Lalitpur,28,3,Rajendra Baniya,13,Rastriya Prajatantra Party Nepal
Lalitpur,28,3,Raj Bhai Maharjan,99,Independent
Lalitpur,28,3,Dip Ram Maharjan,9,Rastriya Janamorcha
Lalitpur,28,3,Bhupendra Limbu,14,Communist Party of Nepal (Unified)
Lalitpur,28,3,Debendra Prasad Bharati,10,Nepal Rastriya Bikas Party
Lalitpur,28,3,Krishna Kumar Jha,62,Tarai Madhes Loktantrik Party
Lalitpur,28,3,Dil Bhakta Maharjan,99,Independent
Lalitpur,28,3,Atal Man Rai,51,"Janamukti Party, Nepal"
Lalitpur,28,3,Irina Shakya,7,Nepal Workers and Peasants Party
Lalitpur,28,3,Bhim Kumar Ba. Rai,22,Communist Party of Nepal (United Marxist)
Lalitpur,28,3,Ram Maharjan,99,Independent
Lalitpur,28,3,Ram Prasad Bhatta,20,Nepal Sadhvawana Party (Anandidevi)
Lalitpur,28,3,Balaram Prasad Barma,99,Independent
Lalitpur,28,3,Shyam Prasad Bajagai,99,Independent
Lalitpur,28,3,Raj Kumar Lama,99,Independent
Lalitpur,28,3,Ram Sebak Thapa,42,Rastrawadi Yuwa Morcha
Lalitpur,28,3,Hira Bahadur Maharjan,99,Independent
Lalitpur,28,3,Sudarshan Thapa,99,Independent
Lalitpur,28,3,Chakraman Shrestha,28,Nav Janawadi Morcha
Lalitpur,28,3,Shyam Tandukar,99,Independent
Lalitpur,28,3,Amar Bahadur Karki,99,Independent
Lalitpur,28,3,Santosh Bahadur Shahi,74,Nawanepal Prajatantrik Dal
Lalitpur,28,3,Sanat Kumar Bogati,99,Independent
Lalitpur,28,3,Nabaraj Timalsina,99,Independent
Lalitpur,28,3,Janak Giri,99,Independent
Kavrepalanchok,29,1,Suryaman Dong Tamang,6,Communist Party of Nepal (Maoists)
Kavrepalanchok,29,1,Sangram Jit Lama,1,Communist Party of Nepal  (UML)
Kavrepalanchok,29,1,Madhu Prasad Acharya,2,Nepali Congress
Kavrepalanchok,29,1,Kaman Singh Lama,5,Janamorcha Nepal
Kavrepalanchok,29,1,Wangju Lama Tamang,15,Communist Party of Nepal (M.L.)
Kavrepalanchok,29,1,Kancha Ram Tamang,14,Communist Party of Nepal (Unified)
Kavrepalanchok,29,1,Kami Singh Lama Tamang,4,Rastriya Prajatantra Party
Kavrepalanchok,29,1,Sukumaya Tamang,3,Rastriya Janshakti Party
Kavrepalanchok,29,1,Indra Prasad Chaulagain,46,Nepali Janata Dal
Kavrepalanchok,29,1,Yaduman Shah,13,Rastriya Prajatantra Party Nepal
Kavrepalanchok,29,1,Kanchha Man Tamang Lama,73,Tamsaling Nepal Rastriya Dal
Kavrepalanchok,29,1,Gobinda Nath Upreti,99,Independent
Kavrepalanchok,29,1,Khadga Bahadur Lama (Tamang),66,Federal Democratic National Forum
Kavrepalanchok,29,1,Dhandhoj Tamang,28,Nav Janawadi Morcha
Kavrepalanchok,29,1,Prabhu Ram Dhu Shrestha,18,Nepal Samata Party
Kavrepalanchok,29,2,Akal Bahadur Thing,6,Communist Party of Nepal (Maoists)
Kavrepalanchok,29,2,Keshab Prasad Badal,1,Communist Party of Nepal  (UML)
Kavrepalanchok,29,2,Tirtha Bahadur Paskhal,2,Nepali Congress
Kavrepalanchok,29,2,Komal Bahadur Basnet,15,Communist Party of Nepal (M.L.)
Kavrepalanchok,29,2,Satyaman Lama,3,Rastriya Janshakti Party
Kavrepalanchok,29,2,Gyan Sagar Lama,5,Janamorcha Nepal
Kavrepalanchok,29,2,Tulku Lama,4,Rastriya Prajatantra Party
Kavrepalanchok,29,2,Resham Bahadur Lama,13,Rastriya Prajatantra Party Nepal
Kavrepalanchok,29,2,Rita Dhungana,46,Nepali Janata Dal
Kavrepalanchok,29,2,Bhoj Raj Khanal,14,Communist Party of Nepal (Unified)
Kavrepalanchok,29,2,Yok Bahadur Ghising,73,Tamsaling Nepal Rastriya Dal
Kavrepalanchok,29,2,Nani Maya Tamang,7,Nepal Workers and Peasants Party
Kavrepalanchok,29,2,Chamar Sing Tamang,28,Nav Janawadi Morcha
Kavrepalanchok,29,2,Purna Bahadur Timalsina,99,Independent
Kavrepalanchok,29,2,Surya Bahadur Thapa,18,Nepal Samata Party
Kavrepalanchok,29,3,Krishna Prasad Sapkota,1,Communist Party of Nepal  (UML)
Kavrepalanchok,29,3,Shiv Prasad Humagain,2,Nepali Congress
Kavrepalanchok,29,3,Mina Dong Tamang,6,Communist Party of Nepal (Maoists)
Kavrepalanchok,29,3,Gopal Prasad Ghimire,15,Communist Party of Nepal (M.L.)
Kavrepalanchok,29,3,Krishna Bahadur Tamang,7,Nepal Workers and Peasants Party
Kavrepalanchok,29,3,Shailendra Bahadur Tamang,4,Rastriya Prajatantra Party
Kavrepalanchok,29,3,Hari Bahadur K.C.,5,Janamorcha Nepal
Kavrepalanchok,29,3,Purushottam Sapkotta,3,Rastriya Janshakti Party
Kavrepalanchok,29,3,Shrawan Kumar Chaudhari,46,Nepali Janata Dal
Kavrepalanchok,29,3,Resham Bahadur Lama,13,Rastriya Prajatantra Party Nepal
Kavrepalanchok,29,3,Subarna Bikram Thapa,14,Communist Party of Nepal (Unified)
Kavrepalanchok,29,3,Kanchha Man Lama Tamang,73,Tamsaling Nepal Rastriya Dal
Kavrepalanchok,29,3,Badri Bahadur Thapa Magar,57,Shanti Party Nepal
Kavrepalanchok,29,3,Sita Ram Timalsina,99,Independent
Kavrepalanchok,29,3,Hari Man Kapali,18,Nepal Samata Party
Kavrepalanchok,29,3,Devi Prasad Bajagain,99,Independent
Kavrepalanchok,29,4,Tej Bahadur Mijar,6,Communist Party of Nepal (Maoists)
Kavrepalanchok,29,4,Bidur Prasad Sapkota,1,Communist Party of Nepal  (UML)
Kavrepalanchok,29,4,Rajendra Kharel,2,Nepali Congress
Kavrepalanchok,29,4,Gobinda Nath Upreti,99,Independent
Kavrepalanchok,29,4,Ashwini Kumar Debaju,5,Janamorcha Nepal
Kavrepalanchok,29,4,Dr. Bharat Prasad Lamichhane,14,Communist Party of Nepal (Unified)
Kavrepalanchok,29,4,Shambhu Bahadur Bajagain,4,Rastriya Prajatantra Party
Kavrepalanchok,29,4,Chandra Lal Tusuju Shrestha,7,Nepal Workers and Peasants Party
Kavrepalanchok,29,4,Bhupendra Dhungana,46,Nepali Janata Dal
Kavrepalanchok,29,4,Mahendra Jung Tamang,73,Tamsaling Nepal Rastriya Dal
Kavrepalanchok,29,4,Krishnabir Lama,3,Rastriya Janshakti Party
Kavrepalanchok,29,4,Bir Bahadur Yonjan,13,Rastriya Prajatantra Party Nepal
Kavrepalanchok,29,4,Harkajit Lama (Tamang),99,Independent
Kavrepalanchok,29,4,Madhav Thapaliya,99,Independent
Kavrepalanchok,29,4,Laxmi Maya Baidhya,18,Nepal Samata Party
Sindhupalchok,30,1,Raj Kumar Shrestha,6,Communist Party of Nepal (Maoists)
Sindhupalchok,30,1,Arun Prasad Nepal,1,Communist Party of Nepal  (UML)
Sindhupalchok,30,1,Mohan Bahadur Basnet,2,Nepali Congress
Sindhupalchok,30,1,Pashupati Shamsher J.B.R.,4,Rastriya Prajatantra Party
Sindhupalchok,30,1,Lakpa Sherpa,15,Communist Party of Nepal (M.L.)
Sindhupalchok,30,1,Basanta Bhandari,5,Janamorcha Nepal
Sindhupalchok,30,1,Bhupendra Bahadur Tamang,3,Rastriya Janshakti Party
Sindhupalchok,30,1,Laxman Upreti,14,Communist Party of Nepal (Unified)
Sindhupalchok,30,1,Lakpa Ghyamchho Lama,73,Tamsaling Nepal Rastriya Dal
Sindhupalchok,30,1,Krishna Prasad Subedi,9,Rastriya Janamorcha
Sindhupalchok,30,1,Indra Bahadur Thakuri,57,Shanti Party Nepal
Sindhupalchok,30,1,Dawa Sange Lama,99,Independent
Sindhupalchok,30,1,Chandra Devi Lasiwa,7,Nepal Workers and Peasants Party
Sindhupalchok,30,1,Buddha Siddhi Lama,66,Federal Democratic National Forum
Sindhupalchok,30,1,Grimi Lama,33,Muskan Sena Nepal Party
Sindhupalchok,30,1,Madhav Prasad Bhandari,13,Rastriya Prajatantra Party Nepal
Sindhupalchok,30,2,Agni Prasad Sapkota,6,Communist Party of Nepal (Maoists)
Sindhupalchok,30,2,Subash Karmacharya,1,Communist Party of Nepal  (UML)
Sindhupalchok,30,2,Bhupendra Bahadur Thapa,2,Nepali Congress
Sindhupalchok,30,2,Babu Ram Khadka,4,Rastriya Prajatantra Party
Sindhupalchok,30,2,Ambika Silwal,15,Communist Party of Nepal (M.L.)
Sindhupalchok,30,2,Tanka Prasad Dhungel,5,Janamorcha Nepal
Sindhupalchok,30,2,Bhupendra Bahadur Tamang,3,Rastriya Janshakti Party
Sindhupalchok,30,2,Sonam Lama,28,Nav Janawadi Morcha
Sindhupalchok,30,2,Daindra Bahadur Thakuri,33,Muskan Sena Nepal Party
Sindhupalchok,30,2,Devi Prasad Dulal,14,Communist Party of Nepal (Unified)
Sindhupalchok,30,2,Maila Tamang,73,Tamsaling Nepal Rastriya Dal
Sindhupalchok,30,2,Hem Bikram Silwal,13,Rastriya Prajatantra Party Nepal
Sindhupalchok,30,2,Maheshwor Lal Shrestha,19,Dalit Janajati Party
Sindhupalchok,30,2,Nirmal Prasad Dangal,9,Rastriya Janamorcha
Sindhupalchok,30,2,Ramesh Shrestha,66,Federal Democratic National Forum
Sindhupalchok,30,2,Bikash Lama,99,Independent
Sindhupalchok,30,3,Dawa Tamang,6,Communist Party of Nepal (Maoists)
Sindhupalchok,30,3,Sher Bahadur Tamang,1,Communist Party of Nepal  (UML)
Sindhupalchok,30,3,Pashupati Shamsher J.B.R.,4,Rastriya Prajatantra Party
Sindhupalchok,30,3,Nima Gyalgen Sherpa,2,Nepali Congress
Sindhupalchok,30,3,Shambhu Prasad Pandey,15,Communist Party of Nepal (M.L.)
Sindhupalchok,30,3,Phurba Shangbo,14,Communist Party of Nepal (Unified)
Sindhupalchok,30,3,Bhuban Kumar Tamang,9,Rastriya Janamorcha
Sindhupalchok,30,3,Bijay Kumar Tamang,13,Rastriya Prajatantra Party Nepal
Sindhupalchok,30,3,Rabindra Shrestha,33,Muskan Sena Nepal Party
Sindhupalchok,30,3,Dawa Shangbo Lama,99,Independent
Makwanpur,31,1,Dil Bahadur Ghising,6,Communist Party of Nepal (Maoists)
Makwanpur,31,1,Badri Prasad Lamsal,1,Communist Party of Nepal  (UML)
Makwanpur,31,1,Indra Bahadur Baniya,2,Nepali Congress
Makwanpur,31,1,Ramchandra Dulal,15,Communist Party of Nepal (M.L.)
Makwanpur,31,1,Kaman Singh Gole,13,Rastriya Prajatantra Party Nepal
Makwanpur,31,1,Mihin Bahadur Lama,5,Janamorcha Nepal
Makwanpur,31,1,Surya Bahadur Rumba,4,Rastriya Prajatantra Party
Makwanpur,31,1,Aasman Rai,14,Communist Party of Nepal (Unified)
Makwanpur,31,1,Dev Lama,66,Federal Democratic National Forum
Makwanpur,31,1,Laxmi Chaulagain,20,Nepal Sadhvawana Party (Anandidevi)
Makwanpur,31,1,Bholanath Rupakheti,99,Independent
Makwanpur,31,2,Prem Bahadur Pulami,6,Communist Party of Nepal (Maoists)
Makwanpur,31,2,Bir Bahadur Lama,1,Communist Party of Nepal  (UML)
Makwanpur,31,2,Jyoti Rayamajhi,5,Janamorcha Nepal
Makwanpur,31,2,Bhim Lama,2,Nepali Congress
Makwanpur,31,2,Bidhyut Bajracharya,15,Communist Party of Nepal (M.L.)
Makwanpur,31,2,Bhim Bahadur Vomjan,4,Rastriya Prajatantra Party
Makwanpur,31,2,Laxman Bista,9,Rastriya Janamorcha
Makwanpur,31,2,Sukra Bahadur Lama,13,Rastriya Prajatantra Party Nepal
Makwanpur,31,2,Purna Singh Tamang,7,Nepal Workers and Peasants Party
Makwanpur,31,2,Mina Kumari Sintan,66,Federal Democratic National Forum
Makwanpur,31,2,Dilmaya Thapa Magar,20,Nepal Sadhvawana Party (Anandidevi)
Makwanpur,31,3,Prahlad Lamichhane,6,Communist Party of Nepal (Maoists)
Makwanpur,31,3,Ananta Prasad Paudel,1,Communist Party of Nepal  (UML)
Makwanpur,31,3,Ramchandra Aryal,2,Nepali Congress
Makwanpur,31,3,Kamal Thapa,13,Rastriya Prajatantra Party Nepal
Makwanpur,31,3,Tirtha Devi Silwal,15,Communist Party of Nepal (M.L.)
Makwanpur,31,3,Nir Shankar Shrestha,4,Rastriya Prajatantra Party
Makwanpur,31,3,Ranjana Shrestha,5,Janamorcha Nepal
Makwanpur,31,3,Chet Bahadur Thokar,66,Federal Democratic National Forum
Makwanpur,31,3,Dhanbahadur Moktan Tamang,73,Tamsaling Nepal Rastriya Dal
Makwanpur,31,3,Mannath Timalsena,14,Communist Party of Nepal (Unified)
Makwanpur,31,3,Amrit Rajthala,3,Rastriya Janshakti Party
Makwanpur,31,3,Shanti Devi Ranjit,7,Nepal Workers and Peasants Party
Makwanpur,31,3,Dambar Singh Ranabhat,99,Independent
Makwanpur,31,3,Maila Tamang,20,Nepal Sadhvawana Party (Anandidevi)
Makwanpur,31,3,Arjun Prasad Neupane,99,Independent
Makwanpur,31,4,Kumari Moktan,6,Communist Party of Nepal (Maoists)
Makwanpur,31,4,Rameswor Ranamagar,1,Communist Party of Nepal  (UML)
Makwanpur,31,4,Nirmala Devi Upreti,2,Nepali Congress
Makwanpur,31,4,Tirtha Raj Subedi,15,Communist Party of Nepal (M.L.)
Makwanpur,31,4,Balaram Lama,5,Janamorcha Nepal
Makwanpur,31,4,Khadga Bahadur Thokar Lama,4,Rastriya Prajatantra Party
Makwanpur,31,4,Ratna Bahadur Gole,9,Rastriya Janamorcha
Makwanpur,31,4,Nabaraj Bista,13,Rastriya Prajatantra Party Nepal
Makwanpur,31,4,Kajiman Thing,66,Federal Democratic National Forum
Makwanpur,31,4,Dev Bahadur Thing,3,Rastriya Janshakti Party
Makwanpur,31,4,Gaensh Prasad Bartaula,14,Communist Party of Nepal (Unified)
Makwanpur,31,4,Kajiman Lama Lopchan,20,Nepal Sadhvawana Party (Anandidevi)
Makwanpur,31,4,Jeevan Syantan,63,Mongol National Organization
Rautahat,32,1,Baban Singh,99,Independent
Rautahat,32,1,Ajay Gupta Baniya,61,Sadhvawana Party
Rautahat,32,1,Amar Prasad Yadav,24,"Madhesi People's Rights Forum, Nepal"
Rautahat,32,1,Rawanta Jha,1,Communist Party of Nepal  (UML)
Rautahat,32,1,Indal Rai Yadav,6,Communist Party of Nepal (Maoists)
Rautahat,32,1,Bajrakishor Singh,2,Nepali Congress
Rautahat,32,1,Baliram Kumar,62,Tarai Madhes Loktantrik Party
Rautahat,32,1,Rampraves Mahato,46,Nepali Janata Dal
Rautahat,32,1,Narendra Paswan,19,Dalit Janajati Party
Rautahat,32,1,Indra Kumar Jha,15,Communist Party of Nepal (M.L.)
Rautahat,32,1,Paswat Hajara Dusad,99,Independent
Rautahat,32,1,Sunita Shah,17,Communist Party of Nepal (United)
Rautahat,32,1,Durga Prasad Yadav,4,Rastriya Prajatantra Party
Rautahat,32,1,Archana Varma,20,Nepal Sadhvawana Party (Anandidevi)
Rautahat,32,1,Bhagal Raya Yadav,5,Janamorcha Nepal
Rautahat,32,1,Ramashankar Kumar Singh,16,Rastriya Janata Dal
Rautahat,32,1,Ramasray Prasad Raya,3,Rastriya Janshakti Party
Rautahat,32,1,Rajeshwor Prasad Singh,31,Rastriya Bikas Party
Rautahat,32,1,Shesh Majrul Hak,7,Nepal Workers and Peasants Party
Rautahat,32,1,Devendra Prasad Adhikari,99,Independent
Rautahat,32,1,Ravindra Prasad Saha,55,Rastriya Janata Dal Nepal
Rautahat,32,1,Mohan Pudasaini,99,Independent
Rautahat,32,1,Anil Kumar Thakur,99,Independent
Rautahat,32,1,Mangrif Ansari,99,Independent
Rautahat,32,1,Kashikanta Thakur,99,Independent
Rautahat,32,1,Umashankar Shah,99,Independent
Rautahat,32,1,Ramshankar Kumar Singh,99,Independent
Rautahat,32,1,Harendra Saha,99,Independent
Rautahat,32,2,Mo. Aftab Alam,2,Nepali Congress
Rautahat,32,2,Sailendra Shah,1,Communist Party of Nepal  (UML)
Rautahat,32,2,Abdul Jabbar,24,"Madhesi People's Rights Forum, Nepal"
Rautahat,32,2,Nagendra Prasad Sinha,62,Tarai Madhes Loktantrik Party
Rautahat,32,2,Surendra Prasad Jaisawal,6,Communist Party of Nepal (Maoists)
Rautahat,32,2,Mohammad Abbas,17,Communist Party of Nepal (United)
Rautahat,32,2,Sekh Mahamad Majlim,13,Rastriya Prajatantra Party Nepal
Rautahat,32,2,Jaglal Saha Teli,4,Rastriya Prajatantra Party
Rautahat,32,2,Rambinaya Singh Rajput,61,Sadhvawana Party
Rautahat,32,2,Mrs. Rita Tiwari,46,Nepali Janata Dal
Rautahat,32,2,Ali Hussen Dewan,14,Communist Party of Nepal (Unified)
Rautahat,32,2,Mo.Masumudin Nepali,16,Rastriya Janata Dal
Rautahat,32,2,Randhir Kumar Thakur,20,Nepal Sadhvawana Party (Anandidevi)
Rautahat,32,2,Mahendra Shah Teli,31,Rastriya Bikas Party
Rautahat,32,2,Matuk Hajara,19,Dalit Janajati Party
Rautahat,32,2,Bijendra Prasad,5,Janamorcha Nepal
Rautahat,32,2,Ashok Kumar Yadav,3,Rastriya Janshakti Party
Rautahat,32,2,Sohan Parasad Gupta,99,Independent
Rautahat,32,2,Sekh Sabir,99,Independent
Rautahat,32,2,Mo. Aftab Alam,99,Independent
Rautahat,32,2,Sikendra Kumar Yadav,99,Independent
Rautahat,32,2,Asagarali Khan,99,Independent
Rautahat,32,2,Rambinod Saha Sonar,99,Independent
Rautahat,32,2,Sarad Kumar Saha,99,Independent
Rautahat,32,2,Hardev Pattel,99,Independent
Rautahat,32,2,Rajesh Kumar,99,Independent
Rautahat,32,2,Sadare Alam,99,Independent
Rautahat,32,3,Prabhu Saha Teli,6,Communist Party of Nepal (Maoists)
Rautahat,32,3,Ram Kishor Prasad Yadav,24,"Madhesi People's Rights Forum, Nepal"
Rautahat,32,3,Sekh Rasid Ali,2,Nepali Congress
Rautahat,32,3,Kamal Raya Yadav,1,Communist Party of Nepal  (UML)
Rautahat,32,3,Rajdev Prasad Chaudhary,62,Tarai Madhes Loktantrik Party
Rautahat,32,3,Shambhu Prasad Jaisawal,61,Sadhvawana Party
Rautahat,32,3,Rambishwas Yadav,17,Communist Party of Nepal (United)
Rautahat,32,3,Nawalkiswor Prasad Yadav,4,Rastriya Prajatantra Party
Rautahat,32,3,Upendra Mukhiya Bin,46,Nepali Janata Dal
Rautahat,32,3,Sarflal Prasad Mahato,20,Nepal Sadhvawana Party (Anandidevi)
Rautahat,32,3,Jamil Akhtar Dewan,14,Communist Party of Nepal (Unified)
Rautahat,32,3,Babulal Mahara,19,Dalit Janajati Party
Rautahat,32,3,Chhabilal Prasad Yadav,13,Rastriya Prajatantra Party Nepal
Rautahat,32,3,Sundar Kala Devi,5,Janamorcha Nepal
Rautahat,32,3,Dinesh Prasad Saha,7,Nepal Workers and Peasants Party
Rautahat,32,3,Abu Mahamad Laheri,31,Rastriya Bikas Party
Rautahat,32,3,Dilip Raya Yadav,99,Independent
Rautahat,32,3,Girija Prasad Upadhya,99,Independent
Rautahat,32,3,Manoj Saha,99,Independent
Rautahat,32,3,Rajendra Raut Kurmi,99,Independent
Rautahat,32,3,Ramekwal Mukhiya Bin,99,Independent
Rautahat,32,3,Lalbabu Prasad,99,Independent
Rautahat,32,4,Krishna Prasad Yadav,2,Nepali Congress
Rautahat,32,4,Satya Narayan Bhagatbin,6,Communist Party of Nepal (Maoists)
Rautahat,32,4,Jaganath Raya Yadav,24,"Madhesi People's Rights Forum, Nepal"
Rautahat,32,4,Hari Narayan Sahani,62,Tarai Madhes Loktantrik Party
Rautahat,32,4,Dr. Bansidhar Mishra,1,Communist Party of Nepal  (UML)
Rautahat,32,4,Upendra Prasad Saha,5,Janamorcha Nepal
Rautahat,32,4,Devlal Mahara Chamar,15,Communist Party of Nepal (M.L.)
Rautahat,32,4,Islam Ansari,20,Nepal Sadhvawana Party (Anandidevi)
Rautahat,32,4,Subash Chandra Jaysawal,46,Nepali Janata Dal
Rautahat,32,4,Laxmi Narayan Raya,17,Communist Party of Nepal (United)
Rautahat,32,4,Prem Kumari Tatmini,4,Rastriya Prajatantra Party
Rautahat,32,4,Bharath Raya Yadav,61,Sadhvawana Party
Rautahat,32,4,Arbinda Raya Yadav,99,Independent
Rautahat,32,4,Majural Hak,31,Rastriya Bikas Party
Rautahat,32,4,Jaglal Paswan,19,Dalit Janajati Party
Rautahat,32,4,Reena  Saha,7,Nepal Workers and Peasants Party
Rautahat,32,4,Gulten Raya Yadav,22,Communist Party of Nepal (United Marxist)
Rautahat,32,4,Bhola Pandey,55,Rastriya Janata Dal Nepal
Rautahat,32,4,Purosottam Mishra,99,Independent
Rautahat,32,4,Bijai Sahani,99,Independent
Rautahat,32,4,Islam Nat,99,Independent
Rautahat,32,4,Chunchun Prasad,99,Independent
Rautahat,32,4,Nandakishor Raya Chamar,99,Independent
Rautahat,32,4,Ram Sahay Thakur Hajam,99,Independent
Rautahat,32,5,Govinda Chaudhari,62,Tarai Madhes Loktantrik Party
Rautahat,32,5,Bindeshwor Raya Yadav,6,Communist Party of Nepal (Maoists)
Rautahat,32,5,Anurudra Rai Yadav,2,Nepali Congress
Rautahat,32,5,Akhileshwor Chaudhari,1,Communist Party of Nepal  (UML)
Rautahat,32,5,Gambhira Prasad Nirala,24,"Madhesi People's Rights Forum, Nepal"
Rautahat,32,5,Madhav Prasad Gautam,17,Communist Party of Nepal (United)
Rautahat,32,5,Khena Raya Yadav,61,Sadhvawana Party
Rautahat,32,5,Rambabu Prasad Kushwaha,4,Rastriya Prajatantra Party
Rautahat,32,5,Mahammad Kamruddin,16,Rastriya Janata Dal
Rautahat,32,5,Abadhalal Raya Yadav,46,Nepali Janata Dal
Rautahat,32,5,Meghnath Mainali,14,Communist Party of Nepal (Unified)
Rautahat,32,5,Durga Hajara,7,Nepal Workers and Peasants Party
Rautahat,32,5,Ganesh Raya Yadav,31,Rastriya Bikas Party
Rautahat,32,5,Abdul Khalik,99,Independent
Rautahat,32,5,Hari Jha,20,Nepal Sadhvawana Party (Anandidevi)
Rautahat,32,5,Dharmendra Chaudhari,22,Communist Party of Nepal (United Marxist)
Rautahat,32,5,Jitendra Chaudhari,72,Chure Bhawar Rastriya Ekata Party Nepal
Rautahat,32,5,Kashi Raya Yadav,5,Janamorcha Nepal
Rautahat,32,5,Faguni Hajara,3,Rastriya Janshakti Party
Rautahat,32,5,Santalal Prasad Yadav,99,Independent
Rautahat,32,5,Amar Bahadur,99,Independent
Rautahat,32,5,Chandra Kishor Mahato,99,Independent
Rautahat,32,5,Thakur Prasad Yadav,99,Independent
Rautahat,32,5,Mohammad Osi Akhtar,99,Independent
Rautahat,32,5,Majidali vanne Bachha Babu,99,Independent
Rautahat,32,6,Devendra Prasad Patel,6,Communist Party of Nepal (Maoists)
Rautahat,32,6,Madhav Kumar Nepal,1,Communist Party of Nepal  (UML)
Rautahat,32,6,Rajendra Raya Yadav,62,Tarai Madhes Loktantrik Party
Rautahat,32,6,Udhab Dhakal,2,Nepali Congress
Rautahat,32,6,Yugalkishor Chaudhari,61,Sadhvawana Party
Rautahat,32,6,Bidya Lal Raya,17,Communist Party of Nepal (United)
Rautahat,32,6,Bishnu Bahadur B.K,19,Dalit Janajati Party
Rautahat,32,6,Ganga Bahadur Thokar,73,Tamsaling Nepal Rastriya Dal
Rautahat,32,6,Sita Thapa,4,Rastriya Prajatantra Party
Rautahat,32,6,Sudarshan Acharya,13,Rastriya Prajatantra Party Nepal
Rautahat,32,6,Krishna Bahadur Rai,72,Chure Bhawar Rastriya Ekata Party Nepal
Rautahat,32,6,Mahendra Raut Kurmi,24,"Madhesi People's Rights Forum, Nepal"
Rautahat,32,6,Shanti Kumari Upadhyaya,5,Janamorcha Nepal
Rautahat,32,6,Dhundiraj Chalise,99,Independent
Rautahat,32,6,Bir Bahadur Gole,9,Rastriya Janamorcha
Rautahat,32,6,Ram Adhar Thakur,31,Rastriya Bikas Party
Rautahat,32,6,Prakash Thusa,7,Nepal Workers and Peasants Party
Rautahat,32,6,Bishwonath Mahato,55,Rastriya Janata Dal Nepal
Rautahat,32,6,Saila Kumari Devi,3,Rastriya Janshakti Party
Rautahat,32,6,Manoj Kumar Mishra,99,Independent
Rautahat,32,6,Lalbabu Saha Kanu,99,Independent
Rautahat,32,6,Sesh Bajair,20,Nepal Sadhvawana Party (Anandidevi)
Rautahat,32,6,Anil Kumar Lal Das,99,Independent
Rautahat,32,6,Sekh Nek Mahmad,99,Independent
Bara,33,1,Saroj Kumar Yadav,61,Sadhvawana Party
Bara,33,1,Rambabu Prasad Yadav,24,"Madhesi People's Rights Forum, Nepal"
Bara,33,1,Sambhu Mahato Dhanuk,6,Communist Party of Nepal (Maoists)
Bara,33,1,Ramayodhya Prasad Yadav,2,Nepali Congress
Bara,33,1,Chadu Prasad Yadav,1,Communist Party of Nepal  (UML)
Bara,33,1,Jitendra Singh,62,Tarai Madhes Loktantrik Party
Bara,33,1,Rajendra Sahani,15,Communist Party of Nepal (M.L.)
Bara,33,1,Makbul Miya Ansari,20,Nepal Sadhvawana Party (Anandidevi)
Bara,33,1,Lalan Prasad,4,Rastriya Prajatantra Party
Bara,33,1,Rajnarayan Parasad Shah,13,Rastriya Prajatantra Party Nepal
Bara,33,1,Nagendra Prasad Yadav,17,Communist Party of Nepal (United)
Bara,33,1,Sukhadi Chaudhari Tharu,46,Nepali Janata Dal
Bara,33,1,Ajij Ali Miya,9,Rastriya Janamorcha
Bara,33,1,Biswobandhu Prasad Kanu,5,Janamorcha Nepal
Bara,33,1,Anil Kumar Kushwaha,11,Socialist Party of Nepal
Bara,33,1,Brijkishor Prasad Shah,27,Hindu Democratic Party
Bara,33,1,Ramlan Prasad Yadav,99,Independent
Bara,33,1,Suvas Prasad Kalwar,99,Independent
Bara,33,1,Dhurba Prasad Ahir,7,Nepal Workers and Peasants Party
Bara,33,1,Bind Prasad Ahir,99,Independent
Bara,33,2,Sivachandra Prasad Kushwaha,6,Communist Party of Nepal (Maoists)
Bara,33,2,Bachha Raut Ahir,24,"Madhesi People's Rights Forum, Nepal"
Bara,33,2,Radhe Chandra Yadav,2,Nepali Congress
Bara,33,2,Prayag Raj Yadav,62,Tarai Madhes Loktantrik Party
Bara,33,2,Rajendra Prasad Kalwar,1,Communist Party of Nepal  (UML)
Bara,33,2,Dilip Kumar Shah Kalwar,17,Communist Party of Nepal (United)
Bara,33,2,Mangal Raun Barai,4,Rastriya Prajatantra Party
Bara,33,2,Ganesh Prasad Shah Teli,20,Nepal Sadhvawana Party (Anandidevi)
Bara,33,2,Sesh Oli Alam,42,Rastrawadi Yuwa Morcha
Bara,33,2,Laliteswor Raya,61,Sadhvawana Party
Bara,33,2,Srinibas Shah Kalwar,5,Janamorcha Nepal
