DistrictName,DistrictId,Constituency,CandidateName,PartyId,PartyName
Dhanusha,20,3,Bimalendra Nidhi,2,Nepali Congress
Dhanusha,20,3,Hari Dev Mandal,1,Communist Party of Nepal  (UML)
Dhanusha,20,3,Amresh Narayan Jha,62,Tarai Madhes Loktantrik Party
Dhanusha,20,3,Sadhu Yadav,99,Independent
Dhanusha,20,3,Sobhit Yadav,6,Communist Party of Nepal (Maoists)
Dhanusha,20,3,Habin Kawari Miya,13,Rastriya Prajatantra Party Nepal
Dhanusha,20,3,Umesh Chandra Jha,24,"Madhesi People's Rights Forum, Nepal"
Dhanusha,20,3,Ash Narayan Yadav,20,Nepal Sadhvawana Party (Anandidevi)
Dhanusha,20,3,Ram Chandra Mandal,19,Dalit Janajati Party
Dhanusha,20,3,Dukhi Mandal,15,Communist Party of Nepal (M.L.)
Dhanusha,20,3,Ram Eakwal Saha Sudi,4,Rastriya Prajatantra Party
Dhanusha,20,3,Hridaya Narayan Thakur,33,Muskan Sena Nepal Party
Dhanusha,20,3,Saroj Kumar Saha,31,Rastriya Bikas Party
Dhanusha,20,3,Ram Nandan Mahato,99,Independent
Dhanusha,20,3,Debendra Raut Kurmi,99,Independent
Dhanusha,20,3,Birendra Prasad Lal Karn,3,Rastriya Janshakti Party
Dhanusha,20,3,Satis Kumar Lal Das,61,Sadhvawana Party
Dhanusha,20,3,Satya Narayan Yadav,60,Lok Kalyankari Janata Party Nepal
Dhanusha,20,3,Majalum Kawari,99,Independent
Dhanusha,20,3,Fekan Mandal,99,Independent
Dhanusha,20,3,Nabin Kumar Mishra,99,Independent
Dhanusha,20,3,Bandana Mishra,99,Independent
Dhanusha,20,3,Shrawan Kumar Saha,99,Independent
Dhanusha,20,3,Siya Shran Mandal,99,Independent
Dhanusha,20,3,Santosh Kumar Mandal,99,Independent
Dhanusha,20,3,Binod Karn,99,Independent
Dhanusha,20,3,Raj Kumar Bhandari,99,Independent
Dhanusha,20,3,Brahmadev Mandal,99,Independent
Dhanusha,20,3,Badri Saha,99,Independent
Dhanusha,20,4,Sanjay Kumar Shah,24,"Madhesi People's Rights Forum, Nepal"
Dhanusha,20,4,Raghu Mahaseth,1,Communist Party of Nepal  (UML)
Dhanusha,20,4,Brishesh Chandra Lal,62,Tarai Madhes Loktantrik Party
Dhanusha,20,4,Lila Koirala,2,Nepali Congress
Dhanusha,20,4,Arbinda Kumar Lal Karn,6,Communist Party of Nepal (Maoists)
Dhanusha,20,4,Ram Dayal Shah,61,Sadhvawana Party
Dhanusha,20,4,Krishna Pratap Malla,4,Rastriya Prajatantra Party
Dhanusha,20,4,Sunita Devi,46,Nepali Janata Dal
Dhanusha,20,4,Rajeshwor Saha Teli,15,Communist Party of Nepal (M.L.)
Dhanusha,20,4,Bipatti Mandal,19,Dalit Janajati Party
Dhanusha,20,4,Ganesh Shah Sudi,17,Communist Party of Nepal (United)
Dhanusha,20,4,Ram Gobinda Yadav,20,Nepal Sadhvawana Party (Anandidevi)
Dhanusha,20,4,Arun Singh Rajput,99,Independent
Dhanusha,20,4,Ram Kumar Paswan,99,Independent
Dhanusha,20,4,Mo. Aabid Husain,99,Independent
Dhanusha,20,4,Satya Narayan Shah,60,Lok Kalyankari Janata Party Nepal
Dhanusha,20,4,Chauthi Yadav,31,Rastriya Bikas Party
Dhanusha,20,4,Lalan Saha Sudi,99,Independent
Dhanusha,20,4,Rhidaya Narayan Thakur,33,Muskan Sena Nepal Party
Dhanusha,20,4,Santosh Saha,99,Independent
Dhanusha,20,4,Ram Kumar Shah,28,Nav Janawadi Morcha
Dhanusha,20,4,Sanjeeb Kumar Yadav,99,Independent
Dhanusha,20,4,Pradip Kumar Yadav,3,Rastriya Janshakti Party
Dhanusha,20,4,Indesh Kumar Jha,99,Independent
Dhanusha,20,4,Bhagya Narayan Jha,99,Independent
Dhanusha,20,4,Umesh Kumar shah,99,Independent
Dhanusha,20,4,Ram Ratan Yadav,99,Independent
Dhanusha,20,4,Shiva Narayan Bhandari Mali,99,Independent
Dhanusha,20,4,Debendra Kumar Yadav,99,Independent
Dhanusha,20,4,Vrigu Nath Thakur,99,Independent
Dhanusha,20,4,Bishwanath Yadav,99,Independent
Dhanusha,20,4,Kamal Dev Yadav,99,Independent
Dhanusha,20,4,Binaya Kumar Mandal,99,Independent
Dhanusha,20,4,Surya Das,99,Independent
Dhanusha,20,5,Ram Baran Yadav,2,Nepali Congress
Dhanusha,20,5,Shree Krishna Yadav,62,Tarai Madhes Loktantrik Party
Dhanusha,20,5,Ramratan Yadav,1,Communist Party of Nepal  (UML)
Dhanusha,20,5,Mahadev Yadav,6,Communist Party of Nepal (Maoists)
Dhanusha,20,5,Shesh Narayan Yadav,24,"Madhesi People's Rights Forum, Nepal"
Dhanusha,20,5,Ram Naresh Yadav,13,Rastriya Prajatantra Party Nepal
Dhanusha,20,5,Manoj Kumar Jha,61,Sadhvawana Party
Dhanusha,20,5,Salijaan Kawari,17,Communist Party of Nepal (United)
Dhanusha,20,5,Pancha Lal Das,19,Dalit Janajati Party
Dhanusha,20,5,Dhirendra Kumar Yadav,5,Janamorcha Nepal
Dhanusha,20,5,Bideshi Sada,46,Nepali Janata Dal
Dhanusha,20,5,Shankar Shah,31,Rastriya Bikas Party
Dhanusha,20,5,Gurudev Yadav,99,Independent
Dhanusha,20,5,Hari Narayan Yadav,20,Nepal Sadhvawana Party (Anandidevi)
Dhanusha,20,5,Bishnudev Yadav,60,Lok Kalyankari Janata Party Nepal
Dhanusha,20,5,Bulan Yadav,3,Rastriya Janshakti Party
Dhanusha,20,5,Indal Prasad Yadav,99,Independent
Dhanusha,20,5,Ajablal Pharkar Yadav,99,Independent
Dhanusha,20,5,Ram Dular Mahato,22,Communist Party of Nepal (United Marxist)
Dhanusha,20,5,Pradhumna Yadav,33,Muskan Sena Nepal Party
Dhanusha,20,5,Baldev Yadav,99,Independent
Dhanusha,20,5,Bramha Dev Yadav,99,Independent
Dhanusha,20,5,Ram Chandra Yadav,99,Independent
Dhanusha,20,6,Ram Kumari Devi Yadav,6,Communist Party of Nepal (Maoists)
Dhanusha,20,6,Prem Kishor Prasad Shah,2,Nepali Congress
Dhanusha,20,6,Yog Narayan Yadav,1,Communist Party of Nepal  (UML)
Dhanusha,20,6,Surendra Kumar Mandal,24,"Madhesi People's Rights Forum, Nepal"
Dhanusha,20,6,Hem Bahadur Malla Thakuri,13,Rastriya Prajatantra Party Nepal
Dhanusha,20,6,ShreeLal Mahaseth,17,Communist Party of Nepal (United)
Dhanusha,20,6,Chandeshwor Das,19,Dalit Janajati Party
Dhanusha,20,6,Paltu Raut Yadav,5,Janamorcha Nepal
Dhanusha,20,6,Shyamlal Adhikari,99,Independent
Dhanusha,20,6,Sanjaya Kumar Singh,61,Sadhvawana Party
Dhanusha,20,6,Surya Narayan Yadav,20,Nepal Sadhvawana Party (Anandidevi)
Dhanusha,20,6,Kaushal Kumar Lav,3,Rastriya Janshakti Party
Dhanusha,20,6,Dharmanath Yadav,62,Tarai Madhes Loktantrik Party
Dhanusha,20,6,Dinesh Kumar Saha,99,Independent
Dhanusha,20,6,Ghanashyam Nayak,31,Rastriya Bikas Party
Dhanusha,20,6,Sushil Kumar Shah Bahutsudi,99,Independent
Dhanusha,20,6,Hari Prasad Yadav,99,Independent
Dhanusha,20,6,Nagendra Prasad Yadav,99,Independent
Dhanusha,20,6,Bishnudev Yadav,99,Independent
Dhanusha,20,6,Raju Prasad Gupta,99,Independent
Dhanusha,20,6,Jayandra Kumar Yadav,33,Muskan Sena Nepal Party
Dhanusha,20,7,Shatrudhan Mahato,1,Communist Party of Nepal  (UML)
Dhanusha,20,7,Ananda Prasad Dhungana,2,Nepali Congress
Dhanusha,20,7,Jageshor Mahato Koiree,6,Communist Party of Nepal (Maoists)
Dhanusha,20,7,Megh Bahadur Thapa,72,Chure Bhawar Rastriya Ekata Party Nepal
Dhanusha,20,7,Rajendra Prasad Singh,61,Sadhvawana Party
Dhanusha,20,7,Ram Kumar Mahato,5,Janamorcha Nepal
Dhanusha,20,7,Chandeshwor Mahato,24,"Madhesi People's Rights Forum, Nepal"
Dhanusha,20,7,Hem Bahadur Malla,13,Rastriya Prajatantra Party Nepal
Dhanusha,20,7,Tek Bahadur Lama,62,Tarai Madhes Loktantrik Party
Dhanusha,20,7,Mahendra Yadav,17,Communist Party of Nepal (United)
Dhanusha,20,7,Prem Bahadur Bishwokarma,19,Dalit Janajati Party
Dhanusha,20,7,Hima Timilsena,46,Nepali Janata Dal
Dhanusha,20,7,Kapaleshwor Mahato,60,Lok Kalyankari Janata Party Nepal
Dhanusha,20,7,Ramdayal Raut,22,Communist Party of Nepal (United Marxist)
Dhanusha,20,7,Jogendra Mahato,99,Independent
Dhanusha,20,7,Manoj Kumar Mahato,20,Nepal Sadhvawana Party (Anandidevi)
Dhanusha,20,7,Jagatnath Tamang,99,Independent
Dhanusha,20,7,Bhola Mahato Koiree,3,Rastriya Janshakti Party
Dhanusha,20,7,Prem Bahadur Pakhrin,99,Independent
Dhanusha,20,7,Devraj Upadhyaya Ghimire,31,Rastriya Bikas Party
Dhanusha,20,7,Arjun Lama,18,Nepal Samata Party
Dhanusha,20,7,Devnarayan Mahato Koiree,99,Independent
Dhanusha,20,7,Manoj Kumar Mahato,99,Independent
Dhanusha,20,7,Ramparikshan Mahato,99,Independent
Mahottari,21,1,Gireeraj Mani Pokhrel,5,Janamorcha Nepal
Mahottari,21,1,Arun Kumar Singh,1,Communist Party of Nepal  (UML)
Mahottari,21,1,Kamala Kumari Dhungel,2,Nepali Congress
Mahottari,21,1,Ram Krishna Mahato,62,Tarai Madhes Loktantrik Party
Mahottari,21,1,Tej Prasad Adhikari,6,Communist Party of Nepal (Maoists)
Mahottari,21,1,Hansharaj Majhi Musahar,19,Dalit Janajati Party
Mahottari,21,1,Rameshwor Saha Teli,4,Rastriya Prajatantra Party
Mahottari,21,1,Sanjib Kumar Saha,24,"Madhesi People's Rights Forum, Nepal"
Mahottari,21,1,Ganga Bahadur Rana,12,Rastriya Janamukti Party
Mahottari,21,1,Prithibi Maya Thapa,14,Communist Party of Nepal (Unified)
Mahottari,21,1,Gulab Kishor Yadav,99,Independent
Mahottari,21,1,Chandeshwor Prasad Singh,17,Communist Party of Nepal (United)
Mahottari,21,1,Krishna Prasad Devkota,13,Rastriya Prajatantra Party Nepal
Mahottari,21,1,Budhiraj Naupane,72,Chure Bhawar Rastriya Ekata Party Nepal
Mahottari,21,1,Chakra Bahadur Thapa,3,Rastriya Janshakti Party
Mahottari,21,1,Badri Thakur Barahi,31,Rastriya Bikas Party
Mahottari,21,1,Gunaraj Koirala,99,Independent
Mahottari,21,1,Ram Chhabila Raya,20,Nepal Sadhvawana Party (Anandidevi)
Mahottari,21,1,Pradeep Kumar Yadav,61,Sadhvawana Party
Mahottari,21,1,Shankar Prasad Shrestha,33,Muskan Sena Nepal Party
Mahottari,21,2,Hari Narayan Yadav,24,"Madhesi People's Rights Forum, Nepal"
Mahottari,21,2,Jainum Raien,99,Independent
Mahottari,21,2,Mahendra Yadav,2,Nepali Congress
Mahottari,21,2,Arun Kumar Yadav,62,Tarai Madhes Loktantrik Party
Mahottari,21,2,Dr. Raj Kishor Shah,1,Communist Party of Nepal  (UML)
Mahottari,21,2,Ram Pukar Raya Yadav,6,Communist Party of Nepal (Maoists)
Mahottari,21,2,Chandeshwor Prasad Yadav,4,Rastriya Prajatantra Party
Mahottari,21,2,Edrish Momin,17,Communist Party of Nepal (United)
Mahottari,21,2,Ram Lakhan Thakur,19,Dalit Janajati Party
Mahottari,21,2,Rambabu Yadav,13,Rastriya Prajatantra Party Nepal
Mahottari,21,2,Kameshwor Jha,61,Sadhvawana Party
Mahottari,21,2,Shambhu Prasad Yadav,99,Independent
Mahottari,21,2,Akabar Momin,5,Janamorcha Nepal
Mahottari,21,2,Surendra Prasad Thakur,20,Nepal Sadhvawana Party (Anandidevi)
Mahottari,21,2,Pawan Kumar Saha,31,Rastriya Bikas Party
Mahottari,21,2,Bikram Kumar DasTatma,99,Independent
Mahottari,21,2,Ajaya Kumar Yadav,99,Independent
Mahottari,21,2,Bikas Kumar Pandey,60,Lok Kalyankari Janata Party Nepal
Mahottari,21,2,Ram Chandra Yadav,33,Muskan Sena Nepal Party
Mahottari,21,2,Praladh Yadav,99,Independent
Mahottari,21,2,Rambriksha Sahani,99,Independent
Mahottari,21,2,Edrish Raien,99,Independent
Mahottari,21,2,Pramod Kumar Saha Teli,99,Independent
Mahottari,21,2,Manoj Kumar Yadav,99,Independent
Mahottari,21,2,Satyanarayan Shahsudi,99,Independent
Mahottari,21,2,Mukesh Kumar Dube,99,Independent
Mahottari,21,3,Ganesh Tiwari Nepali,62,Tarai Madhes Loktantrik Party
Mahottari,21,3,Ram Dayal Mandal,1,Communist Party of Nepal  (UML)
Mahottari,21,3,Ram Chandra Tiwari,2,Nepali Congress
Mahottari,21,3,Arbindra Das,6,Communist Party of Nepal (Maoists)
Mahottari,21,3,Mo. Jim Raien,99,Independent
Mahottari,21,3,Rabindra Thakur,24,"Madhesi People's Rights Forum, Nepal"
Mahottari,21,3,Muneshwor Raya,4,Rastriya Prajatantra Party
Mahottari,21,3,Promod Kumar Singh,13,Rastriya Prajatantra Party Nepal
Mahottari,21,3,Mithila Devi Thakur,15,Communist Party of Nepal (M.L.)
Mahottari,21,3,Ram Lakhan Thakur,19,Dalit Janajati Party
Mahottari,21,3,Komal Yadav,20,Nepal Sadhvawana Party (Anandidevi)
Mahottari,21,3,Rajendra Thakur,17,Communist Party of Nepal (United)
Mahottari,21,3,Sogarath Khatbe,99,Independent
Mahottari,21,3,Jaynul Raien,3,Rastriya Janshakti Party
Mahottari,21,3,Mahendra Yadav,99,Independent
Mahottari,21,3,Ram Sikil Saha,60,Lok Kalyankari Janata Party Nepal
Mahottari,21,3,Marini Devi Saha,5,Janamorcha Nepal
Mahottari,21,3,Ramswartha Saha,31,Rastriya Bikas Party
Mahottari,21,3,Kedarnath Pathak,61,Sadhvawana Party
Mahottari,21,3,Bijay Mishra,99,Independent
Mahottari,21,3,Binod Paswan,99,Independent
Mahottari,21,3,Sunil Kumar Mishra,99,Independent
Mahottari,21,3,Sitaram Chaudhary,33,Muskan Sena Nepal Party
Mahottari,21,3,Suranjan Pandey,99,Independent
Mahottari,21,3,Ramesh Prasad Saha,99,Independent
Mahottari,21,3,Moainul Hak,99,Independent
Mahottari,21,4,RamKumar Sharma,62,Tarai Madhes Loktantrik Party
Mahottari,21,4,Rajendra Shah,6,Communist Party of Nepal (Maoists)
Mahottari,21,4,Jamun Mandal,1,Communist Party of Nepal  (UML)
Mahottari,21,4,Rambilas Yadav,4,Rastriya Prajatantra Party
Mahottari,21,4,Surendra Prasad SinghRajput,2,Nepali Congress
Mahottari,21,4,Sitananda Raya,24,"Madhesi People's Rights Forum, Nepal"
Mahottari,21,4,Rajeshwor Raya,3,Rastriya Janshakti Party
Mahottari,21,4,Ashok Kumar Singh Rajput,15,Communist Party of Nepal (M.L.)
Mahottari,21,4,Abdul Jabbar Ansari,13,Rastriya Prajatantra Party Nepal
Mahottari,21,4,Chandan Kumar Singh,61,Sadhvawana Party
Mahottari,21,4,Bajihudin Mosin,17,Communist Party of Nepal (United)
Mahottari,21,4,Rambir Yadav,5,Janamorcha Nepal
Mahottari,21,4,Mosalim Miya Dhuniya,99,Independent
Mahottari,21,4,Sujit Kumar Saha,31,Rastriya Bikas Party
Mahottari,21,4,Shibaj Yadav,60,Lok Kalyankari Janata Party Nepal
Mahottari,21,4,Rajnandan Paswan,19,Dalit Janajati Party
Mahottari,21,4,Ashakumari Jha,20,Nepal Sadhvawana Party (Anandidevi)
Mahottari,21,4,Surendra Prasad Yadav,99,Independent
Mahottari,21,4,AarunKumar Sharma,99,Independent
Mahottari,21,4,Ramnaresh Thakur,99,Independent
Mahottari,21,4,Ram Bahadur Mandal,99,Independent
Mahottari,21,4,Radharaman Sharma,99,Independent
Mahottari,21,4,Ramjiban Saha,99,Independent
Mahottari,21,4,Rajaram Saha,99,Independent
Mahottari,21,4,Raghubansh Kumar Singh,99,Independent
Mahottari,21,4,Ismaiel Ansari,33,Muskan Sena Nepal Party
Mahottari,21,4,SunilKumar Mahato,99,Independent
Mahottari,21,5,Kaushal Kumar Raya Yadav,24,"Madhesi People's Rights Forum, Nepal"
Mahottari,21,5,Mahendra Kumar Raya,2,Nepali Congress
Mahottari,21,5,Dip Narayan ShahTeli,1,Communist Party of Nepal  (UML)
Mahottari,21,5,Birendra Kumar Yadav,6,Communist Party of Nepal (Maoists)
Mahottari,21,5,RajKishor Mandal,62,Tarai Madhes Loktantrik Party
Mahottari,21,5,Shesh Mo. Bader Aalam,99,Independent
Mahottari,21,5,Mathur Prasad Yadav,61,Sadhvawana Party
Mahottari,21,5,Pramananda Chaudhari,5,Janamorcha Nepal
Mahottari,21,5,Laxman Mandal Dhanuk,17,Communist Party of Nepal (United)
Mahottari,21,5,Ganesh Prasad Yadav,3,Rastriya Janshakti Party
Mahottari,21,5,Rajdev Chaudhari Kalwar,13,Rastriya Prajatantra Party Nepal
Mahottari,21,5,Rambilash Yadav,4,Rastriya Prajatantra Party
Mahottari,21,5,Ram Gulam Mandal,19,Dalit Janajati Party
Mahottari,21,5,Jay Narayan Raya,60,Lok Kalyankari Janata Party Nepal
Mahottari,21,5,Komal Yadav,20,Nepal Sadhvawana Party (Anandidevi)
Mahottari,21,5,Sharwan Kumar Saha,31,Rastriya Bikas Party
Mahottari,21,5,Shesh Anabarul Hak,33,Muskan Sena Nepal Party
Mahottari,21,5,Mo. Jabed Akhtar,99,Independent
Mahottari,21,5,Phakira Khatbe,99,Independent
Mahottari,21,5,Aanil Kumar Yadav,99,Independent
Mahottari,21,5,Devendra Prasad Yadav,99,Independent
Mahottari,21,5,Ram Aashre Yadav,99,Independent
Mahottari,21,5,RajKishor Mandal,99,Independent
Mahottari,21,5,Janiph Khan,99,Independent
Mahottari,21,5,Dhaneshor Raya,99,Independent
Mahottari,21,5,Raji Mandal,99,Independent
Mahottari,21,5,Raj Kishor Mandal,99,Independent
Mahottari,21,5,Bhagalu Saha,99,Independent
Mahottari,21,5,Rajdev Chaudhari,99,Independent
Mahottari,21,5,Bhola Prasad Raya,99,Independent
Mahottari,21,6,Sharad Singh Bhandari,24,"Madhesi People's Rights Forum, Nepal"
Mahottari,21,6,Sitaram Bhandari,2,Nepali Congress
Mahottari,21,6,Kasi Mahato,6,Communist Party of Nepal (Maoists)
Mahottari,21,6,Nagendra Kumar Yadav,62,Tarai Madhes Loktantrik Party
Mahottari,21,6,Devendra Kumar Yadav,61,Sadhvawana Party
Mahottari,21,6,Ramchandra Singh Kushawa,5,Janamorcha Nepal
Mahottari,21,6,Bharat Giri,4,Rastriya Prajatantra Party
Mahottari,21,6,Raj Narayan Yadav,17,Communist Party of Nepal (United)
Mahottari,21,6,Surendraraj Singh Newar,1,Communist Party of Nepal  (UML)
Mahottari,21,6,Yog Narayan Mahato,19,Dalit Janajati Party
Mahottari,21,6,Ram Aakwal Raya,20,Nepal Sadhvawana Party (Anandidevi)
Mahottari,21,6,Prithibi Bahadur Balam Paki,14,Communist Party of Nepal (Unified)
Mahottari,21,6,Haribansha Singh Danuwar,13,Rastriya Prajatantra Party Nepal
Mahottari,21,6,Amrita Bishwakarma,3,Rastriya Janshakti Party
Mahottari,21,6,Raja Ram Yadav,31,Rastriya Bikas Party
Mahottari,21,6,Ramchandra Mahara,12,Rastriya Janamukti Party
Mahottari,21,6,Raj Dev Prasad Yadav,55,Rastriya Janata Dal Nepal
Mahottari,21,6,Jangali Paswan,33,Muskan Sena Nepal Party
Mahottari,21,6,Rojaie Saphi,99,Independent
Mahottari,21,6,Ramesh Mahato,99,Independent
Mahottari,21,6,Sobindra Chaudhari,99,Independent
Mahottari,21,6,Phool Kumari Devi,99,Independent
Mahottari,21,6,Parmeshwor Yadav,99,Independent
Mahottari,21,6,Ram Narayan Mahato Singh,99,Independent
Mahottari,21,6,Rajendra Ray,99,Independent
Mahottari,21,6,Shyam Yadav,99,Independent
Mahottari,21,6,Shiv Shankar Chaudhari,99,Independent
Sarlahi,22,1,Prakesh Pakhrin,1,Communist Party of Nepal  (UML)
Sarlahi,22,1,Lumadi Prasad Dhimal,6,Communist Party of Nepal (Maoists)
Sarlahi,22,1,Ram Chandra Singh Kushwah,62,Tarai Madhes Loktantrik Party
Sarlahi,22,1,Sushila Karki,2,Nepali Congress
Sarlahi,22,1,Ram Dayal Chaudhari Tharu,13,Rastriya Prajatantra Party Nepal
Sarlahi,22,1,Ahamad Miya Mukeli,61,Sadhvawana Party
Sarlahi,22,1,Arjun Kumar Chaudhari,72,Chure Bhawar Rastriya Ekata Party Nepal
Sarlahi,22,1,Kalpa Nath Chaudhari,24,"Madhesi People's Rights Forum, Nepal"
Sarlahi,22,1,Su. Devi Kafle,4,Rastriya Prajatantra Party
Sarlahi,22,1,Indra Bahadur Yonjan,5,Janamorcha Nepal
Sarlahi,22,1,Doula Miya Devi Ram,46,Nepali Janata Dal
Sarlahi,22,1,Achyoot Prasad Khatiwada,99,Independent
Sarlahi,22,1,Kosh Bahadur Purbachhane,14,Communist Party of Nepal (Unified)
Sarlahi,22,1,Mo. Sabir Miya,3,Rastriya Janshakti Party
Sarlahi,22,1,Anish Ansari,55,Rastriya Janata Dal Nepal
Sarlahi,22,1,Indra Bahadur Thapa,7,Nepal Workers and Peasants Party
Sarlahi,22,1,Sikindar Ray,20,Nepal Sadhvawana Party (Anandidevi)
Sarlahi,22,1,Dhan Bahadur Khatri,44,Liberal Samajwadi Party
Sarlahi,22,1,Sri Narayan Shah,33,Muskan Sena Nepal Party
Sarlahi,22,1,Rohini Dhoj Lama,99,Independent
Sarlahi,22,1,Bramhananda Sharma Barahi,99,Independent
Sarlahi,22,2,Muhamad Rijwan Ansari,1,Communist Party of Nepal  (UML)
Sarlahi,22,2,Ramsharan Upreti,72,Chure Bhawar Rastriya Ekata Party Nepal
Sarlahi,22,2,Binay Kumar Karna,62,Tarai Madhes Loktantrik Party
Sarlahi,22,2,Satyadev Singh Danuwar,2,Nepali Congress
Sarlahi,22,2,Surya Narayan Raya Yadav,61,Sadhvawana Party
Sarlahi,22,2,Ram Naresh Raya Yadav,24,"Madhesi People's Rights Forum, Nepal"
Sarlahi,22,2,Prahalad Kumar Budhathoki,5,Janamorcha Nepal
Sarlahi,22,2,Radheshyam Paswan,19,Dalit Janajati Party
Sarlahi,22,2,Ramprit Raya Yadav,6,Communist Party of Nepal (Maoists)
Sarlahi,22,2,Amar Bahadur Thapa,4,Rastriya Prajatantra Party
Sarlahi,22,2,Kishor Bahadur Karki,3,Rastriya Janshakti Party
Sarlahi,22,2,Ram Oli Mahato Koiree,55,Rastriya Janata Dal Nepal
Sarlahi,22,2,Idi Mansur,15,Communist Party of Nepal (M.L.)
Sarlahi,22,2,Bishnu Prasad Pokhrel Upadhaya,17,Communist Party of Nepal (United)
Sarlahi,22,2,Ramprit Mahara,46,Nepali Janata Dal
Sarlahi,22,2,Arbinda Kumar Yadav,60,Lok Kalyankari Janata Party Nepal
Sarlahi,22,2,Ram Bharosi Singh Danuwar,13,Rastriya Prajatantra Party Nepal
Sarlahi,22,2,Durga Bahadur Lopchan,9,Rastriya Janamorcha
Sarlahi,22,2,Dev Narayan Mahato,7,Nepal Workers and Peasants Party
Sarlahi,22,2,Mohamad Husen,20,Nepal Sadhvawana Party (Anandidevi)
Sarlahi,22,2,Rambabu Saha Rauniyar,99,Independent
Sarlahi,22,2,Bidhyananda Raya Yadav,99,Independent
Sarlahi,22,2,Inush Miya Ansari,99,Independent
Sarlahi,22,2,Rup Narayan Raya,99,Independent
Sarlahi,22,2,Koushal Kumar Bhandari,33,Muskan Sena Nepal Party
Sarlahi,22,3,Sumitra Devi Raya Yadav,62,Tarai Madhes Loktantrik Party
Sarlahi,22,3,Hari Prasad Upreti,1,Communist Party of Nepal  (UML)
Sarlahi,22,3,Kedar Bahadur Khatri,6,Communist Party of Nepal (Maoists)
Sarlahi,22,3,Hares Prasad Mahato,2,Nepali Congress
Sarlahi,22,3,Baidhya Nath Mahato Koiree,61,Sadhvawana Party
Sarlahi,22,3,Raja Ram Paswan,19,Dalit Janajati Party
Sarlahi,22,3,Achyootam Prasad Khafle,5,Janamorcha Nepal
Sarlahi,22,3,Aaitasing Dimbum,72,Chure Bhawar Rastriya Ekata Party Nepal
Sarlahi,22,3,Chitra Bahadur Alemagar,14,Communist Party of Nepal (Unified)
Sarlahi,22,3,Bachhe Lal Raya,7,Nepal Workers and Peasants Party
Sarlahi,22,3,Ashosh Kumar Singh Koiree,24,"Madhesi People's Rights Forum, Nepal"
Sarlahi,22,3,Kumleshwor Jha,15,Communist Party of Nepal (M.L.)
Sarlahi,22,3,Phaguni Shah,17,Communist Party of Nepal (United)
Sarlahi,22,3,Jit Bahadur Sintan,4,Rastriya Prajatantra Party
Sarlahi,22,3,Ram Sharan Raya Yadav,13,Rastriya Prajatantra Party Nepal
Sarlahi,22,3,Premraj Karki,99,Independent
Sarlahi,22,3,Ram Chandra Raya,20,Nepal Sadhvawana Party (Anandidevi)
Sarlahi,22,3,Bhubaneshwor Chaudhari Kalwar,55,Rastriya Janata Dal Nepal
Sarlahi,22,3,Nabaraj Mainali,99,Independent
Sarlahi,22,3,Yadav Prasad Prasai,99,Independent
Sarlahi,22,3,Tika Raj Adhikari,33,Muskan Sena Nepal Party
Sarlahi,22,3,Surendra Raya,99,Independent
Sarlahi,22,4,Rajendra Mahato,61,Sadhvawana Party
Sarlahi,22,4,Ram Chandra Raya Yadav,62,Tarai Madhes Loktantrik Party
Sarlahi,22,4,Rameshwor Raya,24,"Madhesi People's Rights Forum, Nepal"
Sarlahi,22,4,Raj Narayan Saha,1,Communist Party of Nepal  (UML)
Sarlahi,22,4,Laxman Raya,2,Nepali Congress
Sarlahi,22,4,Ram Padarath Shah,3,Rastriya Janshakti Party
Sarlahi,22,4,Ram Kishor Raya,6,Communist Party of Nepal (Maoists)
Sarlahi,22,4,Suresh Raya,60,Lok Kalyankari Janata Party Nepal
Sarlahi,22,4,Sita Ram Saha,13,Rastriya Prajatantra Party Nepal
Sarlahi,22,4,Islam Mansuri,99,Independent
Sarlahi,22,4,Indal Baitha,19,Dalit Janajati Party
Sarlahi,22,4,Akhtar Shah Phakir,5,Janamorcha Nepal
Sarlahi,22,4,Pramila Devi,4,Rastriya Prajatantra Party
Sarlahi,22,4,Pramod Kumar Saha,46,Nepali Janata Dal
Sarlahi,22,4,Bhim Prasad Kumai,17,Communist Party of Nepal (United)
Sarlahi,22,4,Mo. Kalam Mansur,55,Rastriya Janata Dal Nepal
Sarlahi,22,4,Ram Brit Mandal,20,Nepal Sadhvawana Party (Anandidevi)
Sarlahi,22,4,Mustakim Ansari,33,Muskan Sena Nepal Party
Sarlahi,22,4,Amanulla Miya,99,Independent
Sarlahi,22,4,Ramprit Mahato Koiree,99,Independent
Sarlahi,22,4,Ram Kailash Shah Teli,99,Independent
Sarlahi,22,4,Rajnarayan Raut Kurmi,99,Independent
Sarlahi,22,4,Taiyab Miya,99,Independent
Sarlahi,22,4,Nathuni Saha,99,Independent
Sarlahi,22,4,Gajendra Prasad Singh,99,Independent
Sarlahi,22,4,Bajul Mukeri,99,Independent
Sarlahi,22,5,Khobhari Raya,61,Sadhvawana Party
Sarlahi,22,5,Jangi Lal Raya,62,Tarai Madhes Loktantrik Party
Sarlahi,22,5,Ashok Kumar Yadav,24,"Madhesi People's Rights Forum, Nepal"
Sarlahi,22,5,Nagendra Kumar Raya,2,Nepali Congress
Sarlahi,22,5,Thagaram Chamar Mahara,6,Communist Party of Nepal (Maoists)
