District,Zone,Geographical Region,Development Region,VDC_Municipality,Ward_Number,Constituency
Kavre,Bagmati,Hill,Central,सिम्थली,2,4
Kavre,Bagmati,Hill,Central,सिम्थली,3,4
Kavre,Bagmati,Hill,Central,सिम्थली,4,4
Kavre,Bagmati,Hill,Central,सिम्थली,5,4
Kavre,Bagmati,Hill,Central,सिम्थली,6,4
Kavre,Bagmati,Hill,Central,सिम्थली,7,4
Kavre,Bagmati,Hill,Central,सिम्थली,8,4
Kavre,Bagmati,Hill,Central,सिम्थली,9,4
Kavre,Bagmati,Hill,Central,सानो वाङथली,1,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,2,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,3,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,4,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,5,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,6,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,7,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,8,1
Kavre,Bagmati,Hill,Central,सानो वाङथली,9,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,1,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,2,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,3,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,4,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,5,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,6,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,7,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,8,1
Kavre,Bagmati,Hill,Central,नाङग्रे गगर्चे,9,1
Kavre,Bagmati,Hill,Central,माझिफेदा,1,1
Kavre,Bagmati,Hill,Central,माझिफेदा,2,1
Kavre,Bagmati,Hill,Central,माझिफेदा,3,1
Kavre,Bagmati,Hill,Central,माझिफेदा,4,1
Kavre,Bagmati,Hill,Central,माझिफेदा,5,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,6,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,7,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,8,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,9,1
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,1,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,2,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,3,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,4,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,5,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,6,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,7,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,8,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,9,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,10,3
Kavre,Bagmati,Hill,Central,बनेपा नगरपालिका,11,3
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,1,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,2,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,3,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,4,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,5,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,6,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,7,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,8,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,9,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,10,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,11,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,12,2
Kavre,Bagmati,Hill,Central,पनौती नगरपालिका,13,2
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,1,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,2,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,3,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,4,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,5,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,6,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,7,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,8,4
Kavre,Bagmati,Hill,Central,धुलिखेल नगरपालिका,9,4
Kavre,Bagmati,Hill,Central,वल्थली,1,3
Kavre,Bagmati,Hill,Central,वल्थली,2,3
Kavre,Bagmati,Hill,Central,वल्थली,3,3
Kavre,Bagmati,Hill,Central,वल्थली,4,3
Kavre,Bagmati,Hill,Central,वल्थली,5,3
Kavre,Bagmati,Hill,Central,वल्थली,6,3
Kavre,Bagmati,Hill,Central,वल्थली,7,3
Kavre,Bagmati,Hill,Central,वल्थली,8,3
Kavre,Bagmati,Hill,Central,वल्थली,9,3
Kavre,Bagmati,Hill,Central,दोलालघाट,4,4
Kavre,Bagmati,Hill,Central,दोलालघाट,5,4
Kavre,Bagmati,Hill,Central,दोलालघाट,6,4
Kavre,Bagmati,Hill,Central,दोलालघाट,7,4
Kavre,Bagmati,Hill,Central,दोलालघाट,8,4
Kavre,Bagmati,Hill,Central,दोलालघाट,9,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,1,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,2,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,3,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,4,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,5,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,6,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,7,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,8,4
Kavre,Bagmati,Hill,Central,होक्सेवजार,9,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,1,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,2,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,3,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,4,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,5,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,6,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,7,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,8,4
Kavre,Bagmati,Hill,Central,कोशीदेखा,9,4
Kavre,Bagmati,Hill,Central,खरेलथोक,1,4
Kavre,Bagmati,Hill,Central,खरेलथोक,2,4
Kavre,Bagmati,Hill,Central,खरेलथोक,3,4
Kavre,Bagmati,Hill,Central,खरेलथोक,4,4
Kavre,Bagmati,Hill,Central,खरेलथोक,5,4
Kavre,Bagmati,Hill,Central,खरेलथोक,6,4
Kavre,Bagmati,Hill,Central,खरेलथोक,7,4
Kavre,Bagmati,Hill,Central,खरेलथोक,8,4
Kavre,Bagmati,Hill,Central,खरेलथोक,9,4
Kavre,Bagmati,Hill,Central,फलाटे,1,4
Kavre,Bagmati,Hill,Central,फलाटे,2,4
Kavre,Bagmati,Hill,Central,फलाटे,3,4
Kavre,Bagmati,Hill,Central,फलाटे,4,4
Kavre,Bagmati,Hill,Central,फलाटे,5,4
Kavre,Bagmati,Hill,Central,फलाटे,6,4
Kavre,Bagmati,Hill,Central,फलाटे,7,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,2,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,3,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,4,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,5,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,6,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,7,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,8,4
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,9,4
Kavre,Bagmati,Hill,Central,रविओपी,1,4
Kavre,Bagmati,Hill,Central,रविओपी,2,4
Kavre,Bagmati,Hill,Central,रविओपी,3,4
Kavre,Bagmati,Hill,Central,रविओपी,4,4
Kavre,Bagmati,Hill,Central,रविओपी,5,4
Kavre,Bagmati,Hill,Central,रविओपी,6,4
Kavre,Bagmati,Hill,Central,रविओपी,7,4
Kavre,Bagmati,Hill,Central,रविओपी,8,4
Kavre,Bagmati,Hill,Central,रविओपी,9,4
Kavre,Bagmati,Hill,Central,अनैकोट,1,4
Kavre,Bagmati,Hill,Central,अनैकोट,2,4
Kavre,Bagmati,Hill,Central,अनैकोट,3,4
Kavre,Bagmati,Hill,Central,अनैकोट,4,4
Kavre,Bagmati,Hill,Central,अनैकोट,5,4
Kavre,Bagmati,Hill,Central,अनैकोट,6,4
Kavre,Bagmati,Hill,Central,अनैकोट,7,4
Kavre,Bagmati,Hill,Central,अनैकोट,8,4
Kavre,Bagmati,Hill,Central,अनैकोट,9,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,1,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,2,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,3,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,4,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,5,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,6,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,7,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,8,4
Kavre,Bagmati,Hill,Central,चण्डेनी मण्डन,9,4
Kavre,Bagmati,Hill,Central,देवीटार,1,4
Kavre,Bagmati,Hill,Central,देवीटार,2,4
Kavre,Bagmati,Hill,Central,देवीटार,3,4
Kavre,Bagmati,Hill,Central,देवीटार,4,4
Kavre,Bagmati,Hill,Central,देवीटार,5,4
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,4,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,5,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,6,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,7,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,8,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,9,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,1,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,2,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,3,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,4,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,5,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,6,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,7,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,8,3
Kavre,Bagmati,Hill,Central,चलाल गणेशस्थान,9,3
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,1,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,2,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,3,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,4,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,5,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,6,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,7,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,8,2
Kavre,Bagmati,Hill,Central,भुकदेउ महांकालचौर,9,2
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,1,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,2,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,3,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,4,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,5,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,6,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,7,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,8,3
Kavre,Bagmati,Hill,Central,ढुंखर्क बाह्रबिसे,9,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,1,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,2,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,3,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,4,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,5,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,6,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,7,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,8,3
Kavre,Bagmati,Hill,Central,च्यामराङवेसी,9,3
Kavre,Bagmati,Hill,Central,शारदा बतासे,1,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,2,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,3,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,4,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,5,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,6,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,7,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,8,2
Kavre,Bagmati,Hill,Central,शारदा बतासे,9,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,1,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,2,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,3,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,4,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,5,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,6,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,7,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,8,2
Kavre,Bagmati,Hill,Central,शंखु पाटीचौर,9,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,1,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,2,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,3,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,4,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,5,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,6,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,7,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,8,2
Kavre,Bagmati,Hill,Central,खहरे पांगु,9,2
Kavre,Bagmati,Hill,Central,महादेवस्थान मण्डन,1,4
Kavre,Bagmati,Hill,Central,नयागाउंदेउपुर,9,3
Kavre,Bagmati,Hill,Central,कुशादेवी,1,3
Kavre,Bagmati,Hill,Central,कुशादेवी,2,3
Kavre,Bagmati,Hill,Central,कुशादेवी,3,3
Kavre,Bagmati,Hill,Central,कुशादेवी,4,3
Kavre,Bagmati,Hill,Central,कुशादेवी,5,3
Kavre,Bagmati,Hill,Central,कुशादेवी,6,3
Kavre,Bagmati,Hill,Central,कुशादेवी,7,3
Kavre,Bagmati,Hill,Central,कुशादेवी,8,3
Kavre,Bagmati,Hill,Central,कुशादेवी,9,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,1,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,2,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,3,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,4,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,5,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,6,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,7,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,8,3
Kavre,Bagmati,Hill,Central,भूमिडाडा कला‌ती ,9,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,1,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,2,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,3,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,4,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,5,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,6,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,7,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,8,3
Kavre,Bagmati,Hill,Central,रयाले बिहाबर,9,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,1,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,2,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,3,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,4,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,5,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,6,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,7,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,8,3
Kavre,Bagmati,Hill,Central,महेन्द्रज्योति वा‌स्डोल,9,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,1,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,2,3
Kavre,Bagmati,Hill,Central,च्यासिङखर्क,3,3
